Location,Price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
"Aditya Apatment, Siemens Colony, Rane Nagar,Nashik",585000,3,2,3190,207346,2,3190,0,1994,0,2930,206474
"Aditya Apatment,Siemens Colony, Rane Nagar,Nashik",2400000,4,3.25,4140,20734,1,3300,840,1977,2005,4020,20008
"Aditya Apatment, Siemens Colony, Rane Nagar,Nashik",199500,3,1.75,1690,8901,1,1690,0,1986,0,1690,7532
"Hari kunj,Gandhi Nagar Airport Area, Nashik Road,Nashik",544500,5,1,1690,3240,1.5,1690,0,1914,0,1230,4500
"Dream Apartment,Eklahare, Nashik",394900,3,1,1430,13370,1,1430,0,1962,0,1670,10075
"Dream Apartment,Eklahare, Nashik",912000,4,3.75,1980,4095,2,1980,0,2009,0,1480,3840
"Dream Apartment,Eklahare, Nashik",260000,3,2.5,1490,8102,2,1490,0,1990,0,1640,7943
"Dream Apartment,Eklahare, Nashik",858000,5,3,3620,12778,1,1900,1720,1964,0,2930,10669
"Dream Apartment,Eklahare, Nashik",1280000,4,2.5,2720,16454,1,1870,850,1963,0,3560,15993
"Dream Apartment,Eklahare, Nashik",242150,4,1.75,1490,8544,1,1490,0,1970,0,1180,8372
"Dream Apartment,Eklahare, Nashik",220000,3,1.75,1230,7200,1,1230,0,1986,0,1540,7210
"Dream Apartment,Eklahare, Nashik",235000,3,2,1900,7980,1,1340,560,1977,0,1690,7840
"Dream Apartment,Eklahare, Nashik",370000,3,1.75,1530,10300,1,1530,0,1978,0,1940,9883
"Sai Arpit,Nashik Road, Nashik",450000,3,1.75,2290,44866,1,1390,900,1981,0,2410,44866
"Krishna Hightes,Professor Colony, Nashik",534950,5,1.5,2240,6337,1,1280,960,1956,0,1870,6380
"Krishna Hightes,Professor Colony, Nashik",730000,4,2.5,3470,14271,2,3470,0,2005,0,3450,9380
"Leash Residency,Matoshri Nagar, Nashik Road,Nashik",465000,4,2.5,3050,32450,1,1550,1500,1983,0,2350,15390
"Leash Residency,Matoshri Nagar, Nashik Road,Nashik",178000,3,1,1100,5734,1,1100,0,1955,0,1770,6050
"Leash Residency,Matoshri Nagar, Nashik Road,Nashik",215000,3,1,1610,7140,1,1080,530,1976,0,1800,7600
"Vinayaka Park,Janata Raja Colony, Nashik",300000,3,2.75,1910,15508,1,1210,700,1984,0,2450,7989
"Leash Residency,Matoshri Nagar, Nashik Road,Nashik",430000,3,2,1510,7066,1,1230,280,1973,0,1950,8089
"Vinayaka Park,Janata Raja Colony, Nashik",183000,3,1.5,1280,4366,2,1280,0,1985,0,1280,4366
"Leash Residency,Matoshri Nagar, Nashik Road,Nashik",585000,3,2.5,1910,1501,2.5,1530,380,2007,0,1760,1750
"Subak Regency,Vrindavan Nagar, Nashik",192950,3,1,1170,3330,2,1170,0,1969,0,1090,3330
"Bardia Pearl Residency, Nashik Road, Nashik",599000,2,1,1550,7713,1,1550,0,1930,1979,1340,6350
"Bardia Pearl Residency, Nashik Road, Nashik",326500,3,1,1060,7920,1,1060,0,1968,0,1060,7457
"Sai Plam,Ayodhya Nagari, Nashik",358803,2,1,1040,5765,1,1040,0,1944,0,1040,3844
"Shubham Residency,Vrindavan Nagar, Nashik",537000,3,2.5,1550,12920,2,1550,0,1999,0,2610,10800
"Sai Plam,Ayodhya Nagari, Nashik",1160000,3,2.5,2490,24691,1,1580,910,1961,0,2800,24121
"Sai Plam,Ayodhya Nagari, Nashik",156000,2,1,920,5889,1,920,0,1950,0,1210,6180
"Sai Plam,Ayodhya Nagari, Nashik",219000,3,1,1250,8276,1.5,1250,0,1939,0,1250,8792
"Sai Plam,Ayodhya Nagari, Nashik",1190000,3,1.5,2540,2700,2,1630,910,1922,0,2520,5400
"Shubham Residency,Vrindavan Nagar, Nashik",248000,5,1.75,2190,16788,1,1380,810,1978,0,1920,8366
"Shubham Residency,Vrindavan Nagar, Nashik",340000,3,1.75,1340,196020,1,1340,0,1987,0,2250,232230
"Shubham Residency,Vrindavan Nagar, Nashik",899100,5,2.5,2410,15300,1,1400,1010,1975,0,2440,15300
"Ashrayan Apartment,Hirawadi, Nashik",346950,3,1.75,1830,10954,1,1830,0,1963,0,1850,8624
"Ashrayan Apartment B,Hirawadi, Nashik",330000,3,1,1850,5775,2,1740,110,1928,0,1520,3578
"Anand Vihar Colony, Veer Sawarkar Nagar,Nashik",325000,3,1,1410,8250,1,1410,0,1954,0,1580,8250
"Ashoknagar, Satpur,Nashik",315000,3,1.75,1460,7884,1,1460,0,1975,0,2050,7210
"Panchavati, Nashik",649950,3,2.5,1500,1375,2,1200,300,2014,0,1680,1627
"College Road, Nashik",316000,3,1,1130,7200,1.5,1130,0,1942,0,1350,1358
"College Road, Nashik",386000,2,2.5,1620,3196,2,1620,0,2008,0,1750,2828
"Panchawati, Hirawadi,Nashik",535000,2,1.75,2330,7280,1,1450,880,1982,0,1830,12178
"Dawkhar Wadi, Nashik Road,Nashik",600000,3,3,1520,1800,3,1520,0,2003,0,1520,1500
"Dawkhar Wadi, Nashik Road,Nashik",339000,4,2.5,2840,8746,2,2840,0,2001,0,2630,9900
"Lakshmi Township,Suyog Colony, Satpur,Nashik",167000,3,2,1520,7456,1,1520,0,1949,0,1740,8464
"Laxmi Town Ship,Suyog Colony, Satpur,Nashik",430000,3,1,1740,4800,1,1740,0,1952,0,1600,4800
"Laxmi Town Ship,Suyog Colony, Satpur,Nashik",688000,4,4,4000,9309,2,4000,0,2007,0,3920,8048
"Laxmi Town Ship,Suyog Colony, Satpur,Nashik",834500,3,2.25,2780,6000,1,1670,1110,1948,0,2780,6000
"Laxmi Town Ship,Suyog Colony, Satpur,Nashik",1080000,4,4.25,3500,8750,1,2140,1360,1951,0,3110,8750
"Lakshmi Township,Suyog Colony, Satpur,Nashik",250000,3,1,1060,52272,1,1060,0,1960,0,1900,5971
"Lakshmi Township,Suyog Colony, Satpur,Nashik",402500,3,1,1290,4000,1.5,1290,0,1926,0,1160,5040
"Lakshmi Township,Suyog Colony, Satpur,Nashik",432500,3,2.5,2390,6435,1,1600,790,1978,0,2020,7300
"Laxmi Town Ship,Suyog Colony, Satpur,Nashik",485000,5,1.75,2460,14100,1,1380,1080,1972,0,2028,11078
"Laxmi Town Ship,Suyog Colony, Satpur,Nashik",560000,4,2.75,2930,22000,1,1580,1350,1978,0,2930,9758
"Lakshmi Township,Suyog Colony, Satpur,Nashik",410000,4,2.25,2200,8292,2,2200,0,1990,0,1090,8290
"Asha Bramha Greens, Trimbak, Nashik",455000,3,2.5,1870,7344,1,1470,400,1980,0,1930,7344
"Samraat Dream Villas, Ganesh Baba Nagar, Nashik",459500,4,2.5,2060,8968,1,1190,870,1975,0,1350,8972
"Viveka Nand Nagar, Anandwalli Gaon,Nashik",371000,4,1.75,1610,11305,1,1610,0,1968,0,1870,11850
"Asha Bramha Greens, Trimbak, Nashik",289500,3,2.25,2120,3400,2,2120,0,2002,0,2420,3400
"Asha Bramha Greens, Trimbak, Nashik",395000,3,3.5,1450,1263,2,1160,290,2007,0,1390,1282
"Bramha Greens Farm House Project ,Trimbak, Nashik",496752,2,1,1980,5000,1,1090,890,1923,0,1720,5000
"Asha Bramha Greens, Trimbak, Nashik",227000,2,1,860,6800,1,860,0,1943,0,1220,6800
"Adke Nagar, Nashik Road,Nashik",330000,3,1.75,1460,9261,1,1460,0,1985,0,1550,8800
"Koroli, Nashik",480000,5,2,2590,8610,1,1340,1250,1958,0,1750,8610
"Asha Nagar, Nashik",290000,2,1,1120,217800,1,1120,0,1976,0,1480,217800
"Ganesh Baba Nagar, Nashik",281000,3,1,1340,21336,1.5,1340,0,1945,0,1340,37703
"Asha Nagar, Nashik",705000,4,1.5,1780,3120,1.5,1780,0,1926,0,1710,3600
"Uttam Nagar, Nashik",1400000,4,2.5,2920,4000,1.5,1910,1010,1909,0,2470,4000
"Chandshi, Nashik",485000,4,3.25,2820,6611,1,1410,1410,1958,0,2320,6611
"Dwarka, Nashik",622000,3,2.25,1550,1919,3,1550,0,2003,0,1550,2918
"Buddha Vihar, Pathardi Phata,Nashik",380000,3,2.25,1600,39848,1,1600,0,1958,0,1600,39848
"Nashik Road, Nashik",2130000,4,2.75,3190,19513,2,3190,0,1982,0,2750,13496
"Ojhar, Nashik",561500,3,1.75,1960,6380,1,980,980,1939,0,1480,6380
"Eklahare, Nashik",242000,3,1,970,9600,1,970,0,1972,0,1110,9600
"Ojhar, Nashik",348500,3,1.5,1360,10726,1,1360,0,1966,0,1650,10726
"Ghatkopar, Nashik",370000,3,1.5,1360,10726,1,1360,0,1966,0,1650,10726
"Vijay Nagar, Nashik",752000,6,3.75,3810,6663,2,3810,0,1977,0,1610,4561
"Pearl Park, Ambedkar Nagar, Chunchale,Nashik",230000,3,1.75,1340,8250,1,1100,240,1985,0,1540,7860
"Durga Nagar, Sneha Nagar,Nashik",715000,3,2.25,1990,4977,3,1990,0,2012,0,1280,5000
"Prabhat Nagar, Nashik",240415,3,1.75,1120,10187,1,1120,0,1968,0,1900,8736
"Omkar Nagar, Nashik",562000,4,1.75,2060,4080,1.5,1460,600,1922,1996,1620,4080
"Srinivas Colony, Uttara Nagar,Nashik",360000,3,1.5,1170,4080,1,1170,0,1917,0,920,4242
"Omkar row house,Pathardi Gaon, Pathardi Phata,Nashik",659950,3,2.5,1610,1246,2,1080,530,2014,0,1610,1249
"Vraj vandana,Makhmalabad, Nashik",458500,3,2,1890,1599,2,1430,460,2012,0,1780,1562
"Bunglow,Nashik Road, Nashik",259950,2,2,1070,649,2,720,350,2008,0,1070,928
"House No 7,DGP Nagar, Nashik",366000,3,1.75,1680,6108,1,1680,0,1989,0,2220,5664
"Ghatkopar, Nashik",978000,4,2.75,2890,7821,2,2890,0,2014,0,2890,10108
"Samarth Nagar, Makhmalabad,Nashik",525000,2,1,1360,6120,1,1060,300,1947,0,1800,5100
"GS Aarambh,Chandshi, Nashik",926300,3,1.5,1660,4800,2,1660,0,1907,0,1690,4000
"Makhmalabad, Nashik",750000,2,1,1620,6120,1,1620,0,1951,0,1650,4590
"GS Aarambh,Chandshi, Nashik",660000,2,1,960,6263,1,960,0,1942,0,1460,6054
"Pandav Nagari, Pathardi Phata,Nashik",305000,4,1.75,1000,7200,1.5,1000,0,1947,0,1280,7200
"Palase, Nashik",800000,2,2.5,2395,6143,1,2395,0,2003,0,2170,6162
"Shinde, Nashik",600000,4,1.75,3050,9440,1,1800,1250,1966,0,2020,8660
"Shinde, Nashik",435000,2,1,1120,88327,1.5,1120,0,1972,0,1640,136662
"Makhmalabad, Nashik",1140000,4,3.25,2960,4296,2,2190,770,2007,0,2150,6000
"Nashik Road, Nashik",318000,3,2.25,1250,1017,3,1250,0,2008,0,1250,1017
"Ayodhya Nagar, Nashik Road,Nashik",639000,4,2,1940,5000,1,980,960,1910,0,1940,5000
"Nashik Road, Nashik",453000,3,2.5,1750,3900,2,1750,0,1977,0,1750,5700
"Sunflower Apartment, Nashik Road, Nashik",800000,4,1.75,2150,9148,1,2150,0,1955,0,2370,9148
"Row houserow house,Sinnar Taluka, Nashik",437000,2,1.75,1500,6800,1,910,590,1942,0,1450,6800
"Laxmi Square,Ghatkopar, Nashik",1150000,3,2.75,3230,75889,2,3230,0,1925,1993,2560,72229
"Ghatkopar, Nashik",490000,4,2.5,3000,8645,2,3000,0,1985,0,1930,8866
"Pearl Park, Ambedkar Nagar, Chunchale,Nashik",499950,4,1.75,1520,7700,1,1520,0,1967,0,1520,7500
"Bhujbal Knowledge City, Adgaon,Nashik",160134,3,1.5,1190,10116,1,1190,0,1968,0,1190,9905
"Nandur Village, Nashik",191000,3,1,990,8255,1,990,0,1953,0,1180,9750
"Palase, Nashik",221000,3,1,1250,7280,1,1250,0,1965,0,1450,7350
"Ekdant Nagar, Nashik",352800,4,2,2080,6360,1,1330,750,1960,0,2080,6741
"Balaji row house number 10 near royal town building pandhari Nagar makhmalabad,Makhmalabad, Nashik",350000,3,2.5,1640,10424,2,1640,0,1988,0,1560,10101
"Cidco, Nashik",458000,4,1.5,1550,3000,1.5,1350,200,1918,0,1710,5535
"Ashoknagar, Satpur,Nashik",359950,3,1,1290,189486,1,1290,0,1960,0,2370,98881
"Dattanagar, Dattanagar,Nashik",1050000,3,3,3250,5093,2,3250,0,2004,0,2820,7752
"Viveka Nand Nagar, Anandwalli Gaon,Nashik",353000,3,1.75,1260,11775,1,1260,0,1942,0,1270,5480
"Nadan apartment,Shramik Nagar, Manik Nagar,Nashik",717550,3,3.5,2840,4468,3,2840,0,2006,0,3040,5400
"Rowhous,Makhmalabad, Nashik",450000,3,2.25,1960,6500,2,1960,0,1977,0,1860,6160
"Prabudha Nagar, Satpur,Nashik",167500,3,1,760,3090,1,760,0,1903,0,1020,5356
"Nashik Road, Nashik",550000,3,1.75,2240,78225,2,2240,0,1976,0,2030,202554
"3 shri athrava row houses vaishali nagar dasak jailroad,Nashik Road, Nashik",939000,4,2.25,2240,9684,2,2240,0,1970,0,2440,9618
"Dhurav Nagar, Satpur,Nashik",700000,3,1.75,1820,15570,1,1820,0,1948,0,2490,9480
"Twin bunglow,Cidco, Nashik",480000,4,3.5,3370,435600,2,3370,0,2005,0,2790,114868
"twin banglow,Cidco, Nashik",501000,3,1,1160,4360,1,1160,0,1929,0,1810,4360
"RTO Colony, Uttara Nagar,Nashik",580000,3,2.25,1640,8625,1,1320,320,1987,0,1770,9476
"Shree Yashashree Suryamala, Ekdant Nagar, Nashik",527550,1,0.75,820,59677,1,820,0,1999,0,1590,14163
"Saakar row house,Nandur Village, Nashik",399000,4,2.5,2800,4687,2,2800,0,2005,0,2750,4750
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",240000,3,1.75,1780,5000,1.5,1080,700,1957,0,1500,5000
"VARAD BUNGALOW,Vrindavan Nagar, Nashik",353000,4,2.75,2200,268329,1,1410,790,1989,0,2240,58806
"Makhmalabad, Nashik",335000,4,2,1480,3132,1,740,740,1910,0,1480,6420
"VARAD BUNGALOW ,Vrindavan Nagar, Nashik",475000,3,3,2010,2554,2,1860,150,2001,0,1370,5100
"Anirudha Row ouses,Ashwamegh Nagar, Makhmalabad,Nashik",660000,3,2,2880,5100,1.5,2080,800,1926,0,1820,5100
"Adgaon, Nashik",551000,3,1,940,1948,1,940,0,1900,0,1700,5000
"Adgaon, Nashik",249950,4,1.75,1620,10530,1,1620,0,1968,0,1890,9975
"Dhurav Nagar, Satpur,Nashik",1150000,4,3.25,4400,262666,2,4400,0,1988,0,3240,9791
"Nishant Iken Phase 1, Sagar Village, Nashik",575000,3,1.75,1530,6743,1,1410,120,1955,0,2040,6000
"Sagar Village, Nashik",1090000,4,2.75,3460,11350,1,1780,1680,1974,0,3200,13874
"Gurukrupa building,Cidco, Nashik",515000,4,2.5,2890,7306,2,2890,0,2006,0,2850,6687
"Gurukrupa building,Cidco, Nashik",235000,3,1.5,1980,11214,1,1980,0,1959,0,1510,9072
"Krishna Stuti, Omkar Nagar, Nashik",796000,3,1,1980,3243,1.5,1980,0,1912,0,1380,1249
"3Parth Niketan Row House,Gandhi Nagar Airport Area, Deolali Gaon,Nashik",450000,2,1.5,1450,2550,1,820,630,1984,0,1450,5100
"Nashik Road, Nashik",2050000,4,3,4280,18834,1,2180,2100,1971,0,2490,8858
"Wadala Gaon, Nashik",270000,4,2.5,1810,6509,2,1810,0,1994,0,1760,7417
"Ashwin Nagar, Nashik",1710000,3,3,2490,27702,2,2490,0,2000,0,2580,12119
"Pokar Colony, Vaiduwadi,Nashik",565000,3,1,1610,4108,1.5,1610,0,1928,0,1680,4467
"MIDC, Satpur,Nashik",680000,1,2.5,1820,3008,2,1090,730,1910,2004,1860,3420
"Ekdant Nagar, Nashik",5570000,5,5.75,9200,35069,2,6200,3000,2001,0,3560,24345
"Chandwad, Nashik",864500,4,2.5,3520,35991,2,3520,0,1992,0,3210,35991
"Shree Kashishwar Park,Nashik Road, Nashik",1150000,4,2.25,3740,18000,1,1870,1870,1951,0,2610,10902
"Kala Nagar, Indira Nagar,Nashik",335000,3,2.25,2150,30476,2,2150,0,1991,0,2010,10800
"Row houses dhruva nagar,Dhurav Nagar, Satpur,Nashik",911000,4,3.25,3526,15958,2,3526,0,1997,0,3639,15090
"GURUKRUPA bubuilding ,Lekha Nagar, Nashik",425000,2,1,1070,6625,1,830,240,1950,0,1310,6625
"Makhmalabad, Nashik",299950,3,1,1410,81021,1,1410,0,1949,1981,2000,81021
"Deolali Gaon, Nashik",864000,4,2.5,3190,49658,2,3190,0,1999,0,3040,49658
"Pokar Colony, Vaiduwadi,Nashik",425000,2,1,1270,6000,1,1270,0,1939,0,1770,6000
"Pokar Colony, Vaiduwadi,Nashik",374950,4,1.5,1970,14490,1.5,1970,0,1963,0,1880,14880
"Bhujbal Knowledge City, Adgaon,Nashik",247000,3,2.25,1640,7630,1,1180,460,1968,0,1930,7630
"Milan park,Prabudha Nagar, Satpur,Nashik",475000,3,1,1600,7161,1,1600,0,1953,0,1760,8280
"Shree Vallabh Plot No 29,Prabhat Colony, Nashik",275000,3,2.5,3020,5868,2,3020,0,2003,0,2710,5470
"Ashoknagar, Satpur,Nashik",355000,2,1,1350,368517,1,1350,0,1947,0,2330,104108
"Balram Nagar, Nashik",285000,4,1.75,1870,22072,1,1070,800,1959,0,2100,10185
"Pathardi Gaon, Pathardi Phata,Nashik",1340000,3,2.75,2730,38869,1.5,1940,790,1963,2001,2630,28188
"Pathardi Gaon, Pathardi Phata,Nashik",325000,2,1,1100,17817,1,620,480,1980,0,1790,20009
"Pathardi Gaon, Pathardi Phata,Nashik",1670000,5,3.5,4320,40816,2,4320,0,1997,0,4320,44584
"Sri Ram Nagar, Cidco,Nashik",402000,3,2.5,2700,9994,1,1350,1350,1959,0,2470,10664
"Bhujbal Knowledge City, Adgaon,Nashik",1100000,3,3,3700,16857,1,2170,1530,2000,0,2320,12000
"Talware Imperial Meadows Phase 1, Balram Nagar, Nashik",375000,4,1.75,2190,9225,1,1250,940,1959,0,2190,9225
"Balram Nagar, Nashik",396000,5,2.75,2840,12253,1,1420,1420,1960,0,2210,11620
"Row house chandshi nashik,Chandshi, Nashik",320000,4,2.75,2610,9077,1,1310,1300,1987,0,1900,10500
"NIRMAL SPANDAN,Vrindavan Nagar, Nashik",610000,3,2.5,2630,5827,2,2630,0,2001,0,2330,4715
"NIRMAL SADAN,Vrindavan Nagar, Nashik",249950,3,1.5,1090,7698,1,1090,0,1966,0,1540,7624
"Kala Nagar, Indira Nagar,Nashik",675000,4,3.5,3090,100835,2,3090,0,1999,0,2400,50543
"Nashik Road, Nashik",448000,2,2,1670,7772,1,860,810,1919,0,1300,7770
"Ashoknagar, Satpur,Nashik",819000,3,1,1300,3600,2,1300,0,1900,0,2510,4800
"Hirawadi,Panchavati, Nashik",1250000,3,2.5,3670,18505,1,2530,1140,1983,0,2920,20000
"CDO-MERI Colony, Nashik",225000,4,2.5,1700,6031,2,1700,0,1994,0,1930,6035
"Hirawadi, Nashik",790000,2,3,2560,982278,1,2560,0,2004,0,1620,40946
"CDO-MERI Colony, Nashik",685000,4,2.5,2770,6000,2,2400,370,1993,0,2120,6000
"Pimpalgaon Baswant, Nashik",812000,3,3.25,3240,8338,2,3240,0,2001,0,3420,8405
"Mhasrul Gaon, Nashik",705000,2,2.5,2300,6400,1,2300,0,2007,0,2300,6400
"Mhasrul Gaon, Nashik",360000,4,3,2483,6870,2,2483,0,2005,0,1943,6434
"Shikshak Colony,Balram Nagar, Nashik",344000,1,1.5,760,779,3,760,0,2006,0,1290,1189
"Row Bunglow,DGP Nagar, Nashik",825000,4,1.5,2040,6900,2,2040,0,1903,0,3150,8220
"Ganpati Nagar, Anandwalli Gaon,Nashik",476500,3,1,1200,6120,1,950,250,1945,0,1550,6120
"Pathardi Gaon, Pathardi Phata,Nashik",379500,2,1,960,5096,1,960,0,1949,0,1760,4488
"Sri Ram Nagar, Konark Nagar,Nashik",620000,3,1.75,2410,35236,1,2410,0,1980,2001,2110,16980
"SAI ASHIRWAD ROW BUNGLOWS,Nashik Road, Nashik",477590,3,3.25,2260,7701,2,1760,500,2000,0,1880,7529
"Pearl Park, Ambedkar Nagar, Chunchale,Nashik",490000,3,1,1910,8190,1,1010,900,1946,0,1600,5042
"DGP Nagar, Nashik",470000,3,1.5,1500,5000,1.5,1140,360,1927,0,1500,5000
"Sai prasad row house,Saptashrungi Nagar, Kamatwade Gaon,Nashik",500000,3,2.25,1360,1236,2,1140,220,2006,0,1620,1231
"Konark Nagar, Nashik",370000,3,1,1320,7341,1,1320,0,1982,0,1160,7573
"Sham sundar ro house,Pathardi Gaon, Pathardi Phata,Nashik",790000,2,1.5,1940,4400,1,970,970,1923,0,1480,3080
"Wadala Gaon, Nashik",725000,4,2.5,2650,18295,2,2650,0,1986,0,2230,19856
"Chetana Nagar, Rane Nagar,Nashik",840000,4,2.75,3040,2800,2,2100,940,1906,2014,1260,2178
"Panchavati, Nashik",390000,3,1,1240,11108,1,1240,0,1952,0,2220,16533
"Kishore Jai Gayatri Apartment, Dhurav Nagar, Satpur,Nashik",507000,3,2.25,2210,11585,1,1510,700,1958,0,1870,14092
"Panchavati, Nashik",263500,3,1.75,1540,6273,1,770,770,1951,0,1140,5512
"Sahjeevan Colony, Nashik",369000,3,2.5,1320,1683,2,1270,50,2004,0,1320,2206
"Panchavati, Nashik",500000,3,2.5,3040,5326,2,3040,0,2008,0,3040,5442
"Adhav Nagar, Nashik Road,Nashik",570000,2,1,910,4301,1,910,0,1923,0,1810,4301
"Ayodhya Nagari, Nashik",284000,4,3,2040,7145,1,1490,550,1994,0,1940,7145
"Vrajbhoomi housing society,Hirawadi, Nashik",415000,2,1,980,4108,1,980,0,1947,0,1500,4046
"Kala Nagar, Indira Nagar,Nashik",197500,3,1,980,3090,1.5,980,0,1903,0,980,3090
"Kishor Nagar, Nashik",925000,4,3.75,4420,9492,2,3420,1000,1962,2005,2880,9900
"Ganraj row bunglow,Hirawadi, Nashik",468000,3,2,1570,6300,1,820,750,1953,2005,1510,4281
"Sa ShruShrushti,Vadner Dumala, Nashik",355000,3,1,1600,5001,1.5,1080,520,1930,0,1340,5001
"Sadguru Royal Residency Project, Adgaon, Nashik",639000,4,1.75,1830,6000,1,930,900,1939,0,1540,6000
"Kala Nagar, Indira Nagar,Nashik",720000,3,2.5,2820,14250,2,2820,0,1991,0,2820,12600
"Amrutmay villas,Ramkrishna Nagar, Makhmalabad,Nashik",381000,3,1.75,1800,6000,1,900,900,1950,0,1060,6628
"RTO Colony, Uttara Nagar,Nashik",1050000,3,4,4380,42769,2,4380,0,1983,0,3630,35425
"Ojhar, Nashik",670000,3,3,2980,3730,2,2980,0,2005,0,2710,3640
"Hatgad, Nashik",400000,3,1,1690,6658,1,1690,0,1942,1982,1080,5925
"Kartikey row houses,Dnyaneshwar Nagar, Pathardi Phata,Nashik",910000,4,3.5,4040,50479,2,4040,0,1987,0,3770,40899
"Dugad Atharva Pride, Matoshree Nagar, Nashik",294000,3,1,1250,9427,1,1250,0,1931,0,1590,8250
"Kailash Nagar, Nashik",315001,3,1.75,1500,10230,1,1500,0,1968,0,1770,8374
"Dattamali chs,Nashik Road, Nashik",360000,3,2,1630,10723,1,1630,0,1959,0,1450,10723
"Rajnada Banglow,Nashik Road, Nashik",520000,3,2,1410,2700,2,1410,0,1902,0,1750,4000
"Makhmalabad, Nashik",474000,3,1,1140,4560,1,770,370,1944,0,1340,3980
"Adhav Nagar, Nashik Road,Nashik",702000,4,2.5,3280,5876,2,3280,0,2004,0,2600,5000
"Ashwamegh Nagar, Makhmalabad,Nashik",728000,4,3.5,3490,87497,2,3490,0,2001,0,2400,55657
"GOUDHAM PHASE 2 near shivkrupsweet,Adgaon, Nashik",308000,4,2.5,2020,7277,2,2020,0,1993,0,2820,7284
"Palase, Nashik",2000000,5,4,4580,4443,3,4580,0,2004,0,2710,4443
"Ashoknagar, Satpur,Nashik",340000,3,2.5,2270,7917,2,2270,0,1986,0,2160,7917
"Adgaon, Nashik",306500,2,1.75,1310,10200,1,1310,0,1947,0,1500,7200
"Bhujbal Knowledge City, Adgaon,Nashik",716000,3,2,1420,3600,1.5,1420,0,1904,0,1250,3600
"Hatgad, Nashik",950000,4,3,2980,44431,2,2640,340,1981,0,2010,7332
"Satpur, Nashik",673200,5,3,4180,8561,2,4180,0,2003,0,3425,6591
"Trimbak, Nashik",564500,4,2.25,1950,6000,1,1350,600,1961,0,1980,6000
"Shramik Nagar, Manik Nagar,Nashik",393000,4,1.75,1790,11801,1,1790,0,1974,0,2000,12988
"Vrindavan Nagar, Nashik",425000,5,1.75,1400,5071,1,1400,0,1916,0,1200,7500
"Pathardi Gaon, Pathardi Phata,Nashik",150000,3,1,1320,24684,1,1320,0,1979,0,1120,21214
"Balram Nagar, Nashik",327000,4,2.25,1620,106722,1,1200,420,1980,0,1620,38400
"Ekta Ekta Greenville, Buddha Vihar, Pathardi Phata,Nashik",444900,4,2.5,3120,7448,2,3120,0,1998,0,2980,8102
"Shree bunglow near ,Pathardi Gaon, Pathardi Phata,Nashik",305000,4,2.5,2100,14773,2,2100,0,1998,0,2370,15440
"Suman row house,Pandav Nagari, Pathardi Phata,Nashik",469000,3,3.25,1370,1194,3,1370,0,2004,0,1800,2678
"Vighnaharta row house,Damodar Nagar, Pathardi Phata,Nashik",525000,3,1.75,1520,7875,1,1520,0,1969,0,2150,9428
"C S Shivganga Duplex Row House, Pimpalgaon Bahula, Nashik",330000,3,2.5,2410,17424,1,1630,780,1978,0,1530,11761
"2BHK Bungalowa For Sale,Adgaon, Nashik",618000,4,1,1260,4080,1,1260,0,1911,0,1340,4080
"Nashik Road, Nashik",295500,4,2.5,2830,7350,1,1690,1140,1982,0,2350,7768
"Shri Ganga Heights,Kalpataru Nagar, Nashik",567035,3,2,2064,46173,2,2064,0,1903,0,1640,21780
"Kala Nagar, Indira Nagar,Nashik",518000,4,2.25,2640,34870,1,1770,870,1977,0,2500,35580
"Swami Samarth Nagar, Nashik Road,Nashik",303000,2,1,1020,9200,1,1020,0,1978,0,1520,9600
"Laxman Nagar, Nashik Road,Nashik",300000,4,2.5,2200,8065,2,2200,0,1998,0,2641,8535
"lilavati hspital,Makhmalabad, Nashik",413107,3,1.5,1420,7520,1,1420,0,1956,0,2000,7520
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",400000,3,1,1350,3090,1.5,1350,0,1914,0,1350,3090
"Uttam Nagar, Nashik",535000,3,1,1290,6859,1,1290,0,1941,0,1560,6369
"Nashik Road, Nashik",555000,4,2,1680,2600,1,840,840,1915,0,1680,3340
"Archit View Apartment,Nashik Road, Nashik",312000,3,2.5,2280,6386,2,2280,0,2008,0,2550,4835
"Balram Nagar, Nashik",785200,3,2.25,1840,3500,1.5,1540,300,1910,0,1800,3300
"Dattanagar, Dattanagar,Nashik",749000,4,2,2040,11850,1,1020,1020,1959,0,2040,8504
"Medage Nagar, Nashik",285000,3,1.5,1490,10367,1,1010,480,1957,0,1000,8254
"Rushiraj Retreat,College Road, Nashik",425000,4,2.5,2440,5088,2,2440,0,2007,0,2440,5762
"Wasan Nagar, Pathardi Phata,Nashik",360000,3,2,1930,15540,1,1260,670,1958,0,1900,12123
"Jai Bhavani road,Gandhi Nagar Airport Area, Nashik Road,Nashik",260000,3,1,1200,6615,1,1200,0,1954,0,1230,6615
"Torna nagar,Cidco, Nashik",369000,3,2,1550,8509,1,1150,400,1959,0,1840,7620
"Nashik Road, Nashik",275000,4,2.5,2180,11132,1,1620,560,1978,0,1950,13801
"Professor Colony, Nashik",407000,3,2.25,1430,1448,3,1430,0,2005,0,1430,1383
"Nashik Road, Nashik",575000,2,1.75,1230,5418,1,990,240,1949,0,1330,5074
